customer_id,prob,default
101553,0.78,1
101554,0.56,1
101555,0.77,1
101556,0.77,1
101557,0.61,1
101558,0.69,1
101559,0.1,0
101560,0.74,1
101561,0.93,1
101562,0.39,1
101563,0.54,1
101564,0.43,1
101565,0.91,1
101566,0.18,0
101567,0.41,1
101568,0.51,1
101569,0.72,1
101570,0.73,1
101571,0.89,1
101572,0.82,1
101573,0.68,1
101574,0.38,1
101575,0.52,1
101576,0.55,1
101577,0.65,1
101578,0.28,1
101579,0.44,1
101580,0.7,1
101581,0.85,1
101582,0.87,1
101583,0.93,1
101584,0.23,0
101585,0.4,1
101586,0.6,1
101587,0.37,1
101588,0.55,1
101589,0.91,1
101590,0.54,1
101591,0.92,1
101592,0.79,1
101593,0.98,1
101594,0.29,1
101595,0.78,1
101596,0.82,1
101597,0.38,1
101598,0.91,1
101599,0.7,1
101600,0.74,1
101601,0.77,1
101602,0.28,1
101603,0.23,0
101604,0.47,1
101605,0.81,1
101606,0.44,1
101607,0.46,1
101608,0.69,1
101609,0.41,1
101610,0.76,1
101611,0.64,1
101612,0.72,1
101613,0.6,1
101614,0.87,1
101615,0.81,1
101616,0.58,1
101617,0.51,1
101618,0.72,1
101619,0.44,1
101620,0.82,1
101621,0.98,1
101622,0.81,1
101623,0.86,1
101624,0.94,1
101625,0.48,1
101626,0.83,1
101627,0.72,1
101628,0.9,1
101629,0.27,1
101630,0.47,1
101631,0.89,1
101632,0.29,1
101633,0.94,1
101634,0.58,1
101635,0.77,1
101636,0.95,1
101637,0.43,1
101638,0.28,1
101639,0.53,1
101640,0.95,1
101641,0.25,0
101642,0.3,1
101643,0.79,1
101644,0.28,1
101645,0.98,1
101646,0.86,1
101647,0.83,1
101648,0.74,1
101649,0.59,1
101650,0.85,1
101651,0.56,1
101652,0.53,1
101653,0.46,1
101654,0.53,1
101655,0.33,1
101656,0.82,1
101657,0.94,1
101658,0.5,1
101659,0.83,1
101660,0.77,1
101661,0.54,1
101662,0.8,1
101663,0.73,1
101664,0.72,1
101665,0.33,1
101666,0.47,1
101667,0.22,0
101668,0.66,1
101669,0.51,1
101670,0.68,1
101671,0.51,1
101672,0.62,1
101673,0.78,1
101674,0.93,1
101675,0.5,1
101676,0.88,1
101677,0.53,1
101678,0.87,1
101679,0.8,1
101680,0.89,1
101681,0.61,1
101682,0.97,1
101683,0.55,1
101684,0.44,1
101685,0.3,1
101686,0.76,1
101687,0.91,1
101688,0.37,1
101689,0.76,1
101690,0.86,1
101691,0.66,1
101692,0.57,1
101693,0.83,1
101694,0.91,1
101695,0.63,1
101696,0.88,1
101697,0.37,1
101698,0.6,1
101699,0.58,1
101700,0.34,1
101701,0.57,1
101702,0.55,1
101703,0.45,1
101704,0.42,1
101705,0.4,1
101706,0.8,1
101707,0.61,1
101708,0.77,1
101709,0.77,1
101710,0.56,1
101711,0.45,1
101712,0.8,1
101713,0.55,1
101714,1.0,1
101715,0.65,1
101716,0.34,1
101717,1.0,1
101718,0.94,1
101719,0.78,1
101720,0.38,1
101721,0.81,1
101722,0.29,1
101723,0.74,1
101724,0.21,0
101725,0.64,1
101726,0.52,1
101727,0.73,1
101728,0.29,1
101729,0.61,1
101730,0.78,1
101731,0.93,1
101732,0.41,1
101733,0.41,1
101734,0.43,1
101735,0.53,1
101736,0.56,1
101737,0.26,1
101738,0.86,1
101739,0.88,1
101740,0.78,1
101741,0.88,1
101742,0.67,1
101743,0.49,1
101744,0.92,1
101745,0.79,1
101746,0.57,1
101747,0.81,1
101748,0.94,1
101749,0.89,1
101750,0.87,1
101751,0.89,1
101752,0.56,1
101753,0.2,0
101754,0.33,1
101755,0.61,1
101756,0.59,1
101757,0.81,1
101758,0.68,1
101759,0.36,1
101760,0.77,1
101761,0.64,1
101762,0.59,1
101763,0.9,1
101764,0.44,1
101765,0.62,1
101766,0.65,1
101767,0.77,1
101768,0.4,1
101769,0.27,1
101770,0.78,1
101771,0.75,1
101772,0.62,1
101773,0.59,1
101774,0.95,1
101775,0.77,1
101776,0.57,1
101777,0.82,1
101778,0.7,1
101779,0.61,1
101780,0.85,1
101781,0.44,1
101782,0.86,1
101783,0.87,1
101784,0.66,1
101785,0.28,1
101786,0.54,1
101787,0.46,1
101788,0.47,1
101789,0.19,0
101790,0.68,1
101791,0.92,1
101792,0.96,1
101793,0.99,1
101794,0.74,1
101795,0.15,0
101796,0.84,1
101797,0.81,1
101798,0.59,1
101799,0.8,1
101800,0.73,1
101801,0.96,1
101802,0.39,1
101803,0.98,1
101804,0.72,1
101805,0.84,1
101806,0.67,1
101807,0.52,1
101808,0.81,1
101809,0.78,1
101810,0.57,1
101811,0.64,1
101812,0.77,1
101813,0.86,1
101814,0.9,1
101815,0.46,1
101816,0.35,1
101817,0.55,1
101818,0.66,1
101819,0.25,0
101820,0.76,1
101821,0.69,1
101822,0.78,1
101823,0.7,1
101824,0.78,1
101825,0.84,1
101826,0.43,1
101827,0.73,1
101828,0.82,1
101829,0.33,1
101830,0.86,1
101831,0.33,1
101832,0.23,0
101833,0.55,1
101834,0.97,1
101835,0.33,1
101836,0.33,1
101837,0.74,1
101838,0.28,1
101839,0.57,1
101840,0.43,1
101841,0.82,1
101842,0.45,1
101843,0.82,1
101844,0.89,1
101845,0.43,1
101846,0.95,1
101847,0.76,1
101848,0.65,1
101849,0.63,1
101850,0.78,1
101851,0.52,1
101852,0.8,1
101853,0.61,1
101854,0.4,1
101855,0.71,1
101856,0.59,1
101857,0.99,1
101858,0.7,1
101859,0.33,1
101860,0.51,1
101861,0.78,1
101862,0.7,1
101863,0.59,1
101864,0.85,1
101865,0.59,1
101866,0.86,1
101867,0.72,1
101868,0.7,1
101869,0.78,1
101870,0.35,1
101871,0.88,1
101872,0.88,1
101873,0.59,1
101874,0.51,1
101875,0.75,1
101876,0.76,1
101877,0.35,1
101878,0.8,1
101879,0.55,1
101880,0.68,1
101881,0.66,1
101882,0.81,1
101883,0.95,1
101884,0.3,1
101885,0.55,1
101886,0.48,1
101887,0.85,1
101888,0.62,1
101889,0.72,1
101890,0.96,1
101891,0.75,1
101892,0.69,1
101893,0.43,1
101894,0.53,1
101895,0.91,1
101896,0.53,1
101897,0.6,1
101898,0.94,1
101899,0.66,1
101900,0.59,1
101901,0.22,0
101902,0.79,1
101903,0.85,1
101904,0.88,1
101905,0.9,1
101906,0.53,1
101907,0.45,1
101908,0.24,0
101909,0.2,0
101910,1.0,1
101911,0.77,1
101912,0.33,1
101913,0.93,1
101914,0.88,1
101915,0.75,1
101916,0.89,1
101917,0.91,1
101918,0.68,1
101919,0.94,1
101920,0.85,1
101921,0.21,0
101922,0.31,1
101923,0.69,1
101924,0.88,1
101925,0.57,1
101926,0.64,1
101927,0.6,1
101928,0.63,1
101929,0.28,1
101930,0.36,1
101931,0.79,1
101932,0.65,1
101933,0.55,1
101934,0.31,1
101935,0.26,1
101936,0.62,1
101937,0.69,1
101938,0.67,1
101939,0.79,1
101940,0.3,1
101941,0.44,1
101942,0.4,1
101943,0.64,1
101944,0.49,1
101945,0.92,1
101946,0.79,1
101947,0.33,1
101948,0.82,1
101949,0.36,1
101950,0.6,1
101951,0.9,1
101952,0.11,0
101953,0.67,1
101954,0.73,1
101955,0.9,1
101956,0.68,1
101957,0.96,1
101958,0.7,1
101959,0.73,1
101960,0.55,1
101961,0.57,1
101962,0.48,1
101963,0.31,1
101964,0.62,1
101965,0.96,1
101966,0.71,1
101967,0.66,1
101968,0.95,1
101969,0.62,1
101970,0.2,0
101971,0.91,1
101972,0.64,1
101973,0.79,1
101974,0.59,1
101975,0.82,1
101976,0.65,1
101977,0.79,1
101978,0.81,1
101979,0.13,0
101980,0.69,1
101981,0.92,1
101982,0.32,1
101983,0.65,1
101984,0.98,1
101985,0.85,1
101986,0.65,1
101987,0.78,1
101988,0.8,1
101989,0.84,1
101990,0.92,1
101991,0.87,1
101992,0.9,1
101993,0.96,1
101994,0.37,1
101995,0.83,1
101996,0.6,1
101997,0.87,1
101998,0.51,1
101999,0.63,1
102000,0.43,1
102001,0.64,1
102002,0.79,1
102003,0.62,1
102004,0.47,1
102005,0.4,1
102006,0.35,1
102007,0.7,1
102008,0.57,1
102009,0.57,1
102010,0.99,1
102011,0.65,1
102012,0.49,1
102013,0.73,1
102014,0.91,1
102015,0.28,1
102016,0.64,1
102017,0.96,1
102018,0.68,1
102019,0.05,0
102020,0.48,1
102021,0.86,1
102022,0.51,1
102023,0.76,1
102024,0.96,1
102025,0.94,1
102026,0.62,1
102027,0.78,1
102028,0.66,1
102029,0.73,1
102030,0.98,1
102031,0.88,1
102032,0.87,1
102033,0.87,1
102034,0.85,1
102035,0.8,1
102036,0.8,1
102037,0.4,1
102038,0.57,1
102039,0.8,1
102040,0.91,1
102041,0.3,1
102042,0.3,1
102043,0.04,0
102044,0.31,1
102045,0.37,1
102046,0.53,1
102047,0.76,1
102048,0.96,1
102049,0.5,1
102050,0.47,1
102051,0.8,1
102052,0.47,1
102053,0.79,1
102054,0.85,1
102055,0.33,1
102056,0.86,1
102057,0.46,1
102058,0.76,1
102059,0.99,1
102060,0.99,1
102061,0.95,1
102062,0.8,1
102063,0.86,1
102064,0.82,1
102065,0.22,0
102066,0.7,1
102067,0.37,1
102068,0.78,1
102069,0.58,1
102070,0.85,1
102071,0.77,1
102072,0.93,1
102073,0.68,1
102074,0.12,0
102075,0.27,1
102076,0.58,1
102077,0.38,1
102078,0.59,1
102079,0.23,0
102080,0.84,1
102081,0.3,1
102082,0.86,1
102083,0.18,0
102084,0.61,1
102085,0.42,1
102086,0.52,1
102087,0.88,1
102088,0.54,1
102089,0.74,1
102090,0.58,1
102091,0.15,0
102092,0.15,0
102093,0.61,1
102094,0.31,1
102095,0.74,1
102096,0.22,0
102097,0.86,1
102098,0.35,1
102099,0.71,1
102100,0.39,1
102101,0.68,1
102102,0.8,1
102103,0.74,1
102104,0.83,1
102105,0.9,1
102106,0.44,1
102107,0.8,1
102108,0.94,1
102109,0.96,1
102110,0.94,1
102111,0.77,1
102112,0.82,1
102113,0.87,1
102114,0.62,1
102115,0.56,1
102116,0.67,1
102117,0.72,1
102118,0.64,1
102119,0.33,1
102120,0.37,1
102121,0.14,0
102122,0.68,1
102123,0.84,1
102124,0.7,1
102125,0.98,1
102126,0.52,1
102127,0.66,1
102128,0.51,1
102129,0.22,0
102130,0.97,1
102131,0.56,1
102132,0.76,1
102133,0.55,1
102134,0.59,1
102135,0.46,1
102136,0.39,1
102137,0.53,1
102138,0.51,1
102139,0.76,1
102140,0.53,1
102141,0.79,1
102142,0.55,1
102143,0.55,1
102144,0.71,1
102145,0.66,1
102146,0.96,1
102147,0.63,1
102148,0.81,1
102149,0.43,1
102150,0.92,1
102151,0.19,0
102152,0.67,1
102153,0.46,1
102154,0.29,1
102155,0.72,1
102156,0.81,1
102157,0.61,1
102158,0.65,1
102159,0.46,1
102160,0.48,1
102161,0.84,1
102162,0.7,1
102163,0.78,1
102164,0.83,1
102165,0.77,1
102166,0.26,1
102167,0.9,1
102168,0.58,1
102169,0.78,1
102170,0.19,0
102171,0.91,1
102172,0.15,0
102173,0.87,1
102174,0.78,1
102175,0.92,1
102176,0.85,1
102177,0.94,1
102178,0.72,1
102179,0.89,1
102180,0.75,1
102181,0.25,0
102182,0.6,1
102183,0.69,1
102184,0.62,1
102185,0.25,0
102186,0.34,1
102187,0.39,1
102188,0.68,1
102189,0.67,1
102190,0.56,1
102191,0.6,1
102192,0.78,1
102193,0.45,1
102194,0.58,1
102195,0.21,0
102196,0.91,1
102197,0.97,1
102198,0.54,1
102199,0.18,0
102200,0.67,1
102201,0.47,1
102202,0.69,1
102203,0.19,0
102204,0.85,1
102205,0.75,1
102206,0.25,0
102207,0.85,1
102208,0.93,1
102209,0.9,1
102210,0.71,1
102211,0.74,1
102212,0.53,1
102213,0.53,1
102214,0.57,1
102215,0.83,1
102216,0.17,0
102217,0.51,1
102218,0.61,1
102219,0.96,1
102220,0.42,1
102221,0.76,1
102222,0.42,1
102223,0.69,1
102224,0.96,1
102225,0.42,1
102226,0.39,1
102227,0.83,1
102228,0.53,1
102229,0.77,1
102230,0.56,1
102231,0.65,1
102232,0.69,1
102233,0.45,1
102234,0.87,1
102235,0.87,1
102236,0.55,1
102237,0.69,1
102238,0.51,1
102239,0.25,0
102240,0.94,1
102241,0.62,1
102242,0.5,1
102243,0.8,1
102244,0.79,1
102245,0.94,1
102246,0.79,1
102247,0.9,1
102248,0.82,1
102249,0.77,1
102250,0.55,1
102251,0.83,1
102252,0.34,1
102253,0.98,1
102254,0.73,1
102255,0.86,1
102256,0.39,1
102257,0.72,1
102258,0.56,1
102259,0.58,1
102260,0.77,1
102261,0.25,0
102262,0.45,1
102263,0.74,1
102264,0.56,1
102265,0.56,1
102266,0.62,1
102267,0.53,1
102268,0.5,1
102269,0.84,1
102270,0.55,1
102271,0.49,1
102272,0.93,1
102273,0.61,1
102274,0.87,1
102275,0.3,1
102276,0.52,1
102277,0.56,1
102278,0.8,1
102279,0.8,1
102280,0.72,1
102281,0.75,1
102282,0.7,1
102283,0.26,1
102284,0.64,1
102285,0.44,1
102286,0.67,1
102287,0.88,1
102288,0.61,1
102289,0.48,1
102290,0.69,1
102291,0.46,1
102292,0.45,1
102293,0.52,1
102294,0.44,1
102295,0.21,0
102296,0.43,1
102297,0.85,1
102298,0.52,1
102299,0.48,1
102300,0.75,1
102301,0.93,1
102302,0.91,1
102303,0.82,1
102304,0.66,1
102305,0.55,1
102306,0.76,1
102307,0.9,1
102308,0.93,1
102309,0.13,0
102310,0.73,1
102311,0.89,1
102312,0.48,1
102313,0.47,1
102314,0.45,1
102315,0.56,1
102316,0.88,1
102317,0.69,1
102318,0.98,1
102319,0.73,1
102320,0.78,1
102321,0.31,1
102322,0.49,1
102323,0.55,1
102324,0.97,1
102325,0.53,1
102326,0.69,1
102327,0.93,1
102328,0.67,1
102329,0.77,1
102330,0.67,1
102331,0.96,1
102332,0.89,1
102333,0.46,1
102334,0.87,1
102335,0.62,1
102336,0.48,1
102337,0.78,1
102338,0.77,1
102339,0.39,1
102340,0.88,1
102341,0.62,1
102342,0.33,1
102343,0.83,1
102344,0.83,1
102345,0.6,1
102346,0.71,1
102347,0.22,0
102348,0.96,1
102349,0.58,1
102350,0.53,1
102351,0.75,1
102352,0.97,1
102353,0.99,1
102354,0.32,1
102355,0.85,1
102356,0.85,1
102357,0.64,1
102358,0.66,1
102359,0.4,1
102360,0.4,1
102361,0.58,1
102362,0.64,1
102363,0.61,1
102364,0.25,0
102365,0.46,1
102366,0.64,1
102367,0.78,1
102368,0.09,0
102369,0.77,1
102370,0.42,1
102371,0.51,1
102372,0.75,1
102373,0.54,1
102374,0.83,1
102375,0.26,1
102376,0.64,1
102377,0.41,1
102378,0.61,1
102379,0.64,1
102380,0.95,1
102381,0.5,1
102382,0.79,1
102383,0.43,1
102384,0.9,1
102385,0.71,1
102386,0.39,1
102387,0.52,1
102388,0.61,1
102389,0.49,1
102390,0.74,1
102391,0.65,1
102392,0.41,1
102393,0.87,1
102394,0.61,1
102395,0.72,1
102396,0.57,1
102397,0.43,1
102398,0.57,1
102399,0.41,1
102400,0.68,1
102401,0.36,1
102402,0.56,1
102403,0.4,1
102404,0.66,1
102405,0.28,1
102406,0.52,1
102407,0.52,1
102408,0.53,1
102409,0.59,1
102410,0.67,1
102411,0.61,1
102412,0.68,1
102413,0.78,1
102414,0.68,1
102415,0.81,1
102416,0.14,0
102417,0.47,1
102418,0.52,1
102419,0.81,1
102420,0.87,1
102421,0.48,1
102422,0.95,1
102423,0.58,1
102424,0.46,1
102425,0.29,1
102426,0.9,1
102427,0.33,1
102428,0.68,1
102429,0.47,1
102430,0.84,1
102431,0.19,0
102432,0.96,1
102433,0.37,1
102434,0.47,1
102435,0.56,1
102436,0.63,1
102437,0.81,1
102438,0.78,1
102439,0.5,1
102440,0.43,1
102441,0.18,0
102442,0.7,1
102443,0.36,1
102444,0.36,1
102445,0.99,1
102446,0.98,1
102447,0.91,1
102448,0.41,1
102449,0.48,1
102450,0.23,0
102451,0.56,1
102452,0.87,1
102453,0.73,1
102454,1.0,1
102455,0.75,1
102456,0.63,1
102457,0.55,1
102458,0.92,1
102459,1.0,1
102460,0.81,1
102461,0.89,1
102462,0.73,1
102463,0.77,1
102464,0.45,1
102465,0.83,1
102466,0.43,1
102467,0.55,1
102468,0.73,1
102469,0.67,1
102470,0.41,1
102471,0.25,0
102472,0.96,1
102473,0.72,1
102474,0.67,1
102475,0.54,1
102476,0.83,1
102477,0.83,1
102478,0.97,1
102479,0.81,1
102480,0.94,1
102481,0.85,1
102482,0.53,1
102483,0.97,1
102484,0.54,1
102485,0.79,1
102486,0.87,1
102487,0.99,1
102488,0.65,1
102489,0.83,1
102490,0.46,1
102491,0.88,1
102492,0.7,1
102493,0.35,1
102494,0.64,1
102495,0.56,1
102496,0.7,1
102497,0.73,1
102498,0.84,1
102499,0.85,1
102500,0.59,1
102501,0.82,1
102502,0.43,1
102503,0.42,1
102504,0.8,1
102505,0.67,1
102506,0.61,1
102507,0.58,1
102508,0.92,1
102509,0.51,1
102510,0.52,1
102511,0.88,1
102512,0.22,0
102513,0.93,1
102514,0.98,1
102515,0.82,1
102516,0.61,1
102517,0.6,1
102518,0.79,1
102519,0.46,1
102520,0.9,1
102521,0.99,1
102522,0.98,1
102523,0.76,1
102524,0.34,1
102525,0.78,1
102526,0.73,1
102527,0.75,1
102528,0.61,1
102529,0.69,1
102530,0.67,1
102531,0.79,1
102532,0.71,1
102533,0.28,1
102534,0.7,1
102535,0.96,1
102536,0.64,1
102537,0.85,1
102538,0.49,1
102539,0.69,1
102540,0.86,1
102541,0.61,1
102542,0.69,1
102543,0.52,1
102544,1.0,1
102545,0.79,1
102546,0.46,1
102547,0.96,1
102548,0.69,1
102549,0.92,1
102550,0.38,1
102551,0.22,0
102552,0.67,1
102553,0.73,1
102554,0.6,1
102555,0.3,1
102556,0.55,1
102557,0.97,1
102558,0.83,1
102559,0.4,1
102560,0.83,1
102561,0.69,1
102562,0.73,1
102563,0.82,1
102564,0.3,1
102565,0.34,1
102566,0.43,1
102567,0.49,1
102568,0.73,1
102569,0.59,1
102570,0.22,0
102571,0.55,1
102572,0.47,1
102573,0.85,1
102574,0.38,1
102575,0.68,1
102576,0.85,1
102577,0.74,1
102578,0.8,1
102579,0.9,1
102580,0.42,1
102581,0.91,1
102582,0.42,1
102583,0.67,1
102584,0.94,1
102585,0.87,1
102586,0.81,1
102587,0.95,1
102588,0.9,1
102589,0.83,1
102590,0.89,1
102591,0.97,1
102592,0.71,1
102593,0.98,1
102594,0.91,1
102595,0.92,1
102596,0.65,1
102597,0.52,1
102598,0.84,1
102599,0.89,1
102600,0.15,0
102601,0.39,1
102602,0.96,1
102603,0.48,1
102604,0.62,1
102605,0.97,1
102606,0.61,1
102607,0.61,1
102608,0.7,1
102609,0.8,1
102610,0.45,1
102611,0.96,1
102612,0.58,1
102613,0.39,1
102614,0.52,1
102615,0.88,1
102616,0.72,1
102617,0.54,1
102618,0.69,1
102619,0.21,0
102620,0.54,1
102621,0.79,1
102622,0.48,1
102623,0.43,1
102624,0.42,1
102625,0.64,1
102626,0.99,1
102627,0.95,1
102628,0.57,1
102629,0.92,1
102630,0.72,1
102631,0.79,1
102632,0.61,1
102633,0.77,1
102634,0.58,1
102635,0.49,1
102636,0.51,1
102637,0.62,1
102638,0.48,1
102639,0.65,1
102640,0.87,1
102641,0.94,1
102642,0.67,1
102643,0.71,1
102644,0.84,1
102645,0.29,1
102646,0.79,1
102647,0.84,1
102648,0.38,1
102649,0.88,1
102650,0.81,1
102651,0.7,1
102652,0.53,1
102653,0.99,1
102654,0.84,1
102655,0.42,1
102656,0.7,1
102657,0.39,1
102658,0.84,1
102659,0.23,0
102660,0.85,1
102661,0.99,1
102662,0.33,1
102663,0.54,1
102664,0.64,1
102665,0.51,1
102666,0.72,1
102667,0.69,1
102668,0.46,1
102669,0.58,1
102670,0.71,1
102671,0.87,1
102672,0.29,1
102673,0.81,1
102674,0.94,1
102675,0.93,1
102676,0.44,1
102677,0.75,1
102678,0.75,1
102679,0.74,1
102680,0.48,1
102681,0.62,1
102682,0.5,1
102683,0.46,1
102684,0.59,1
102685,0.95,1
102686,0.96,1
102687,0.68,1
102688,0.76,1
102689,0.82,1
102690,0.9,1
102691,0.62,1
102692,0.62,1
102693,0.82,1
102694,0.51,1
102695,0.86,1
102696,0.58,1
102697,0.74,1
102698,0.51,1
102699,0.87,1
102700,0.57,1
102701,0.92,1
102702,0.81,1
102703,0.5,1
102704,0.88,1
102705,0.52,1
102706,0.55,1
102707,0.95,1
102708,0.86,1
102709,0.36,1
102710,0.44,1
102711,0.56,1
102712,0.96,1
102713,0.37,1
102714,0.58,1
102715,0.57,1
102716,0.43,1
102717,0.38,1
102718,0.7,1
102719,0.75,1
102720,0.61,1
102721,0.61,1
102722,0.68,1
102723,0.82,1
102724,0.37,1
102725,0.89,1
102726,0.59,1
102727,0.83,1
102728,0.97,1
102729,0.83,1
102730,0.67,1
102731,0.4,1
102732,0.25,0
102733,0.86,1
102734,0.21,0
102735,0.5,1
102736,0.32,1
102737,0.35,1
102738,0.45,1
102739,0.44,1
102740,0.7,1
102741,0.84,1
102742,0.97,1
102743,0.33,1
102744,0.64,1
102745,0.29,1
102746,0.81,1
102747,0.67,1
102748,0.54,1
102749,0.57,1
102750,0.99,1
102751,0.85,1
102752,0.7,1
102753,0.71,1
102754,0.72,1
102755,0.43,1
102756,0.65,1
102757,0.81,1
102758,0.24,0
102759,0.66,1
102760,0.77,1
102761,0.9,1
102762,0.77,1
102763,0.63,1
102764,0.42,1
102765,0.51,1
102766,0.93,1
102767,0.8,1
102768,0.64,1
102769,0.5,1
102770,0.36,1
102771,0.59,1
102772,0.69,1
102773,0.95,1
102774,0.25,0
102775,0.84,1
102776,0.38,1
102777,0.75,1
102778,0.32,1
102779,0.5,1
102780,0.6,1
102781,0.95,1
102782,0.94,1
102783,0.86,1
102784,0.78,1
102785,0.45,1
102786,0.85,1
102787,0.93,1
102788,0.56,1
102789,0.97,1
102790,0.82,1
102791,0.27,1
102792,0.53,1
102793,0.5,1
102794,0.33,1
102795,0.77,1
102796,0.62,1
102797,0.23,0
102798,0.81,1
102799,0.63,1
102800,0.36,1
102801,0.84,1
102802,0.64,1
102803,0.67,1
102804,0.43,1
102805,0.46,1
102806,0.59,1
102807,0.69,1
102808,0.7,1
102809,0.52,1
102810,0.44,1
102811,0.78,1
102812,0.64,1
102813,0.58,1
102814,0.18,0
102815,0.47,1
102816,0.43,1
102817,0.7,1
102818,0.61,1
102819,0.8,1
102820,0.85,1
102821,0.41,1
102822,0.65,1
102823,0.64,1
102824,0.27,1
102825,0.84,1
102826,0.73,1
102827,0.8,1
102828,0.94,1
102829,1.0,1
102830,0.73,1
102831,0.55,1
102832,0.93,1
102833,0.72,1
102834,0.39,1
102835,0.9,1
102836,0.94,1
102837,0.6,1
102838,0.5,1
102839,0.84,1
102840,0.52,1
102841,0.66,1
102842,0.83,1
102843,0.39,1
102844,0.77,1
102845,0.95,1
102846,0.63,1
102847,0.85,1
102848,0.49,1
102849,0.63,1
102850,0.64,1
102851,0.89,1
102852,0.67,1
102853,0.37,1
102854,0.18,0
102855,0.83,1
102856,0.7,1
102857,0.86,1
102858,0.93,1
102859,0.5,1
102860,0.74,1
102861,0.68,1
102862,0.65,1
102863,0.9,1
102864,0.31,1
102865,0.67,1
102866,0.27,1
102867,0.57,1
102868,0.47,1
102869,0.91,1
102870,0.77,1
102871,0.64,1
102872,0.81,1
102873,0.75,1
102874,0.83,1
102875,0.78,1
102876,0.82,1
102877,0.76,1
102878,0.98,1
102879,0.79,1
102880,0.32,1
102881,0.63,1
102882,0.72,1
102883,0.82,1
102884,0.37,1
102885,0.71,1
102886,0.86,1
102887,0.55,1
102888,0.72,1
102889,0.81,1
102890,0.88,1
102891,0.41,1
102892,0.91,1
102893,0.83,1
102894,0.7,1
102895,0.62,1
102896,0.87,1
102897,0.92,1
102898,0.97,1
102899,0.92,1
102900,0.08,0
102901,0.77,1
102902,0.94,1
102903,0.56,1
102904,0.37,1
102905,0.84,1
102906,0.43,1
102907,0.69,1
102908,0.91,1
102909,0.14,0
102910,0.64,1
102911,0.52,1
102912,0.99,1
102913,0.84,1
102914,0.82,1
102915,0.91,1
102916,0.64,1
102917,0.47,1
102918,0.44,1
102919,0.23,0
102920,0.4,1
102921,0.2,0
102922,0.17,0
102923,0.61,1
102924,0.88,1
102925,0.42,1
102926,0.57,1
102927,0.88,1
102928,0.87,1
102929,0.83,1
102930,0.71,1
102931,0.92,1
102932,0.39,1
102933,0.66,1
102934,0.51,1
102935,0.63,1
102936,0.89,1
102937,0.53,1
102938,0.87,1
102939,0.94,1
102940,0.59,1
102941,0.87,1
102942,0.68,1
102943,0.44,1
102944,0.86,1
102945,0.81,1
102946,0.51,1
102947,0.92,1
102948,0.73,1
102949,0.84,1
102950,0.55,1
102951,0.45,1
102952,0.56,1
102953,0.91,1
102954,0.93,1
102955,0.84,1
102956,0.77,1
102957,0.57,1
102958,0.74,1
102959,0.81,1
102960,0.68,1
102961,0.3,1
102962,0.55,1
102963,0.54,1
102964,0.66,1
102965,0.59,1
102966,0.27,1
102967,0.71,1
102968,0.52,1
102969,0.62,1
102970,0.94,1
102971,0.61,1
102972,0.89,1
102973,0.49,1
102974,0.6,1
102975,0.3,1
102976,0.4,1
102977,0.76,1
102978,0.99,1
102979,0.57,1
102980,0.85,1
102981,0.6,1
102982,0.39,1
102983,0.34,1
102984,0.5,1
102985,0.97,1
102986,0.56,1
102987,0.81,1
102988,0.83,1
102989,0.64,1
102990,0.73,1
102991,0.8,1
102992,0.33,1
102993,0.56,1
102994,0.95,1
102995,0.94,1
102996,0.48,1
102997,0.67,1
102998,0.54,1
102999,0.72,1
103000,0.38,1
103001,0.74,1
103002,0.57,1
103003,0.44,1
103004,0.65,1
103005,0.39,1
103006,0.91,1
103007,0.3,1
103008,0.1,0
103009,0.86,1
103010,0.43,1
103011,0.94,1
103012,0.59,1
103013,0.78,1
103014,0.34,1
103015,0.96,1
103016,0.71,1
103017,0.88,1
103018,0.89,1
103019,0.79,1
103020,0.93,1
103021,0.71,1
103022,0.63,1
103023,0.57,1
103024,0.94,1
103025,0.83,1
103026,0.41,1
103027,0.3,1
103028,0.71,1
103029,0.49,1
103030,0.78,1
103031,0.89,1
103032,0.65,1
103033,0.46,1
103034,0.26,1
103035,0.64,1
103036,0.8,1
103037,0.64,1
103038,0.81,1
103039,0.9,1
103040,0.61,1
103041,0.68,1
103042,0.85,1
103043,0.95,1
103044,0.31,1
103045,0.54,1
103046,0.42,1
103047,0.69,1
103048,0.81,1
103049,0.42,1
103050,0.73,1
103051,0.71,1
103052,0.16,0
103053,0.61,1
103054,0.58,1
103055,0.42,1
103056,0.5,1
103057,0.44,1
103058,0.28,1
103059,0.49,1
103060,0.87,1
103061,0.58,1
103062,0.87,1
103063,0.5,1
103064,0.82,1
103065,0.76,1
103066,0.57,1
103067,0.28,1
103068,0.74,1
103069,0.93,1
103070,0.35,1
103071,0.84,1
103072,0.27,1
103073,0.81,1
103074,0.31,1
103075,0.73,1
103076,0.57,1
103077,0.67,1
103078,0.75,1
103079,0.72,1
103080,0.54,1
103081,0.39,1
103082,0.36,1
103083,0.2,0
103084,0.4,1
103085,0.86,1
103086,0.69,1
103087,0.57,1
103088,0.42,1
103089,0.72,1
103090,0.8,1
103091,0.67,1
103092,0.63,1
103093,0.55,1
103094,0.51,1
103095,0.69,1
103096,0.68,1
103097,0.86,1
103098,0.27,1
103099,0.9,1
103100,0.82,1
103101,0.35,1
103102,0.9,1
103103,0.97,1
103104,0.99,1
103105,0.62,1
103106,0.91,1
